VEP22_1,VEP26_1,VEP63_1,VEP02_1,VEP38_1,VEP40_1,VEP07_1,VEP32_1,VEP57_1,VEP10_1,VEP17_1,VEP11_1,VEP22_2,VEP63_2,VEP26_2,VEP02_2,VEP07_2,VEP38_2,VEP40_2,VEP32_2,VEP30_2,VEP10_2,VEP57_2,VEP11_2,VEP22_3,VEP02_3,VEP63_3,VEP26_3,VEP40_3,VEP38_3,VEP32_3,VEP30_3,VEP10_3,VEP57_3,VEP17_3,VEP11_3
0.07375059401419298,0.025109835751428347,0.04122783600552193,0.09326937498961115,0.16525667742190478,0.3046855759889999,0.102040155804299,0.15402705053500007,0.04431630667039352,0.13885455426578566,0.08108613841218372,0.07260401276568544,0.1413271260766952,0.03982903557956596,0.11208572415282514,0.09756365733102489,0.160254999791399,0.046092662533109875,0.09775509676285811,0.03613812613067949,0.10351337925952875,0.1149660954673654,0.03426939434120214,0.08228939572090979,0.061723523462357495,0.06985438045998253,0.030877720180643626,0.03182222710217509,0.06942261103244798,0.06965581705318093,0.11139132185223632,0.12220599464140795,0.032073930386991224,0.10706122161308342,0.05784192202050764,0.1003423594382092
0.05921233213235972,0.035819991466357365,0.03437477616790149,0.1226150371890961,0.03925280291075734,0.1771724317555722,0.07448628841042157,0.10192559741017487,0.11564819456200093,0.019571953945842473,0.04753328017443139,0.0796384882531787,0.1140277276163766,0.06944404284559962,0.023178678141161087,0.15111127974865063,0.1399962001344459,0.05895809299276968,0.1471386169068198,0.06476078764038158,0.06620830021347547,0.041000137998018014,0.044343521657278596,0.12559971107233683,0.10220377153117433,0.0719601461679454,0.08423400103477109,0.11726430571899309,0.08790630705390083,0.08237137732582751,0.10012405909575632,0.05806048346527803,0.13004898270719822,0.09513905173740611,0.11324571951075484,0.04502726528981385
0.1428605526357585,0.1025368611476047,0.07902813561341973,0.06658859850033357,0.0889261579256219,0.06943411106613073,0.10605651502665647,0.1019017110917718,0.10528035812760339,0.13095234225301622,0.10250499217620042,0.13065799629120436,0.04097102019572795,0.050701227891292916,0.06914440381304936,0.05906002095601898,0.11540921927296573,0.032155746849116755,0.21279680006120869,0.17204730260480158,0.07052348996310774,0.24083503516515528,0.07739356523922328,0.12440280353790845,0.06434455745942323,0.10263678900247108,0.15370415789526917,0.08628602577996132,0.07951974528797505,0.16068078831087018,0.17663877575451029,0.043417414655465086,0.0569848310265342,0.05719943096943464,0.07618588384816403,0.05595616427972803
0.11696408451796514,0.17075240916987822,0.0593715422236206,0.07340494278010988,0.16002825626263015,0.09267480109158044,0.0504507345581689,0.08945946311953916,0.14549451291584348,0.07178699176760267,0.09289425384993606,0.043565884876920556,0.1112419280745884,0.07864655609040773,0.023020912721209954,0.0886131444850775,0.08876424656182136,0.046828628690955436,0.13779300745859807,0.08785854128300859,0.11614910339089361,0.06518504419489733,0.09636183556662321,0.04631752473414257,0.21874973027347808,0.05275374866004761,0.09636517175883001,0.14497269728847292,0.08750838402883702,0.0538825655375531,0.09692554939163738,0.04650557437597121,0.021075175706847932,0.12253354241196651,0.01828572107295298,0.050897229622322106
0.10823389762795817,0.0982976613546227,0.05015828450958512,0.07099755688790817,0.051941401044541945,0.031886187425787964,0.0809060925063861,0.07564429107436375,0.0769405960162134,0.03692005205298051,0.06282398013455211,0.19201915242264547,0.1876856585473442,0.028680270562017218,0.09225482654165716,0.10686798669602426,0.07364264554990475,0.09649944575527769,0.04295763322846911,0.068216968279341,0.19235150877349247,0.05592754246350775,0.08219621884497703,0.1433071717134494,0.1731078466833111,0.12999391346141134,0.0737923079944575,0.1458568213214105,0.08379608562758717,0.058190908187928596,0.06934072602379042,0.09189505064930503,0.09715544098176204,0.11477907672230858,0.022053269297198193,0.04446453721080267
0.10103979716962828,0.06318978349729396,0.11685105505953113,0.04919736168920514,0.14934873151228992,0.09816989591861668,0.035507430735780034,0.1268763406977678,0.08925979919598297,0.08895997216339561,0.10503584432180706,0.0539804245550076,0.16862353413369013,0.0653196106333805,0.09891423398224201,0.1395079705598671,0.10811900945341801,0.09046885351564171,0.1397619887365801,0.07526175097181169,0.0738869996060741,0.09757979699279506,0.04624589129684795,0.08243728049786476,0.06138160905611689,0.03486231462598093,0.129040048784895,0.12882327710438043,0.08248170198788835,0.08458327096380476,0.04344950643003309,0.050694690571990164,0.08970683552639991,0.044105087706244106,0.18668633833722392,0.029834596864461587
0.17575509501469513,0.10784242998413973,0.30143403497874405,0.17979657713630773,0.0779724907009217,0.08066075340263278,0.1631283131712226,0.05874183643028047,0.03401913294276201,0.08845231345633275,0.022224877164403467,0.04659158212100232,0.14328748075708328,0.06273936351671676,0.3292681844157858,0.12113806460473187,0.19106746126876825,0.07914665664912097,0.056725858365922276,0.2215548024938999,0.13127819121495934,0.15866884418320168,0.04753714499346361,0.1655212484610207,0.17612440228440607,0.16855271925167192,0.21375657819569882,0.060718847119355546,0.12517173358121428,0.09859278514496729,0.13058833515689464,0.1586801899240574,0.03010275043424929,0.08508483435067715,0.046159086809894556,0.22342489268230614
0.11611640347443491,0.08681903552886931,0.11991524906920409,0.05439353850557612,0.07704727637821046,0.14462336825542219,0.01995101565359526,0.16109043140699408,0.14979103868968113,0.10904239409570576,0.060433249825561676,0.06635016028699625,0.08502281666114216,0.08421969524853579,0.0952203789649823,0.06881320598643274,0.049383748600679976,0.07917394207384759,0.08102573461663724,0.05014455409447155,0.11035626677870047,0.11997402071503448,0.11043405057212406,0.03808917701273532,0.10838515257837693,0.0761592168580457,0.15627336654496424,0.09301120389512711,0.058901730177484936,0.10411234809502472,0.14206115778927556,0.14704638616198784,0.10807749586081845,0.07950400253322851,0.12699551741712148,0.03290087876123537
0.11498510508400013,0.1466010654739757,0.012916634994707485,0.07228979404199193,0.030938227103980864,0.016810688833010932,0.07285373038574315,0.09555230802875254,0.08857446389487449,0.0895762458169957,0.060214252158746956,0.1970789694951635,0.12808757130233642,0.037170805840682206,0.0584268032206024,0.09177984657565075,0.05855750407208989,0.06395127778011517,0.02563002727953859,0.09873986527337213,0.17148386999113033,0.10722125934190942,0.06280469816328688,0.09374827559537606,0.17240410222738314,0.13967888373729043,0.07630567342993533,0.1536609121959142,0.08535424219691083,0.09428018451195853,0.07715886025603326,0.05957953781509464,0.1127729697080343,0.0768563940298642,0.05445035504767187,0.04466113245844781
0.038762111347648544,0.08163013361365451,0.10643488487154389,0.0425953512280861,0.062084811774231884,0.14510504646673525,0.08847106229158574,0.09486072718305888,0.09903726978178472,0.03728072577963524,0.045976198650260286,0.026392439936316067,0.08165790949917291,0.08465842957547358,0.03757726091987285,0.027689792148768638,0.04650152013787102,0.09100203133589446,0.09848355195045443,0.06868159420673835,0.0449497033353208,0.06921264991220959,0.13190078365278232,0.031888264767564824,0.055305505160267866,0.07496059336592405,0.06616052799777324,0.05173290723119935,0.06693587510421287,0.09174991973302687,0.04239009104623797,0.10526683405074322,0.13821169227143626,0.03912213243903024,0.16529012566935097,0.13132267845370665
