VEP22_1,VEP26_1,VEP63_1,VEP02_1,VEP38_1,VEP40_1,VEP07_1,VEP32_1,VEP57_1,VEP10_1,VEP17_1,VEP11_1,VEP22_2,VEP63_2,VEP26_2,VEP02_2,VEP07_2,VEP38_2,VEP40_2,VEP32_2,VEP30_2,VEP10_2,VEP57_2,VEP11_2,VEP22_3,VEP02_3,VEP63_3,VEP26_3,VEP40_3,VEP38_3,VEP32_3,VEP30_3,VEP10_3,VEP57_3,VEP17_3,VEP11_3
0.07212562865474274,0.2634980329828135,0.5961358336862183,0.2782963483503932,0.3784354050961083,0.09985887985765647,0.28902147685126284,0.7046307645864056,0.2787123523098243,0.18680705033644626,0.27570458907742096,0.21039313405404103,0.09594739844778266,0.663075497215985,0.23442577732767556,0.2707358286158302,0.2767426553874572,0.29161949802499404,0.26564491497252884,0.543120448570519,0.19999941387696207,0.3449959832510527,0.1426611223883271,0.3159421088571931,0.2048662255307615,0.32984635325986905,0.4646113533455935,0.399578754808476,0.32618903946449235,0.43317084544938567,0.6932084361349924,0.2918301365066461,0.2040325806998029,0.292360336600368,0.08630146364705177,0.27489097616979635
0.4130710419592953,0.27924312007088276,0.8028338356801082,0.29846377977925925,0.7242920713810198,0.30526504167205826,0.2509775845454016,0.3673196277057554,0.19958199478806468,0.17044698680623002,0.35703052902997273,0.12815218658952796,0.16277319509049215,0.5698271801475371,0.24405711513803693,0.15923575524843495,0.3682474063562659,0.6769446401629015,0.16101005063031829,0.44110988813572255,0.31927431019328883,0.3500617803488432,0.123058543507182,0.3489875253856663,0.40391320799959746,0.1308615103203033,0.591189210558457,0.1740565233481831,0.26989612937805396,0.6907187458439564,0.5853123613031997,0.07310519097318857,0.3163794589671867,0.12745119082153136,0.17670317955577228,0.16169134010891875
0.28145188294963214,0.1363517231420154,0.48418827855285945,0.33131172711220275,0.5798136612633512,0.26141965137222184,0.11571314628927702,0.3109822804416131,0.34700736485305533,0.1462397964010327,0.305522143200112,0.25118790339043506,0.2012881237524248,0.2526967988586102,0.12474799219830797,0.5235625833756316,0.1235534541756731,0.39081313863944617,0.18860814079813523,0.564027785361755,0.2902547270165054,0.3543724073579831,0.22973931446824358,0.6236428235597105,0.15706774697603898,0.4393679893945437,0.43425091469362526,0.14803671599059884,0.1344283256272586,0.39932213229014774,0.6950566487958042,0.1316567397880616,0.30044320235287575,0.32857656581163985,0.05439059682921157,0.38638661566091836
0.1261188801264308,0.1367627721177215,0.4996717401608659,0.101827010505118,0.6748823035740008,0.379231175569084,0.18052217522387595,0.5306598318326228,0.2906849277066741,0.3552681684194267,0.04203749162811465,0.33868718876561826,0.061569742948258364,0.5261551202943878,0.20538989536938554,0.08935501461042923,0.3864427051524891,0.41990854112420045,0.5846152917975748,0.6374809554292132,0.07230927009999281,0.26955242991448664,0.17514038827904757,0.4228149872757716,0.21291379024585647,0.2641087222204463,0.1881079943471906,0.12368654240437488,0.5362491004202008,0.6927494404852172,0.6623399560817217,0.3056047346913845,0.09303403900088837,0.1432109032369163,0.14028807388548725,0.16533123956594412
0.2790589659119264,0.38259090535533896,0.2442545347665319,0.015453459050289603,0.2715781980299183,0.29814422364088605,0.12154486194951285,0.24547705251137605,0.14573946195709778,0.4679193219972988,0.13949455297632324,0.2284403809053217,0.19424582655162745,0.1629674506980695,0.31239911311945084,0.1931808169006222,0.2138400382784894,0.3228755691630933,0.40401973365196825,0.45362658644587445,0.31716660994025053,0.22698668486489448,0.09804213862393078,0.20296038722055773,0.14908709567676023,0.3109709411513561,0.1566706054550324,0.5761910036999569,0.4782345561070123,0.20438321758717973,0.34946558871301675,0.16504172485403926,0.16029254671200202,0.1652680469919282,0.11077950136118524,0.10761186616555157
0.25701484565212446,0.43757949424031445,0.4530022629614538,0.07565762476330454,0.23462653060286198,0.2296374686612586,0.09676420441629284,0.21895398679756942,0.11426996469644364,0.4917451214039614,0.08057569718346191,0.09897026797477605,0.274629728799713,0.24284540621034514,0.2711812528610672,0.2701628663533049,0.12465805464936396,0.16528952470382563,0.40700901536985895,0.4524781222047966,0.36203692537676774,0.2514800411057471,0.32591942242651006,0.2529310029742126,0.1105932809796054,0.18941421032539119,0.3175715202890193,0.5540296350742538,0.43268298842298275,0.2524244051614743,0.1605145675295384,0.37496819087266364,0.1626043324103933,0.18017277124834308,0.042899550133425425,0.17385948297622345
0.5453521513528777,0.49361117635435336,0.7578779387350837,0.2170613877275931,0.7864165951385931,0.46734845934579905,0.5476575219478342,0.413685600534947,0.2897682397179976,0.18762386023609326,0.10989599360840414,0.30783447800044333,0.5048162743592276,0.6680734600356496,0.17376731877507465,0.18210177834447672,0.2394584110827154,0.3592083110196407,0.2596277869147566,0.30266984365672783,0.6151936959203917,0.1711025736694799,0.2740329756709045,0.6426234605749946,0.46923014080156217,0.330134229662364,0.6765301848640869,0.37702050767445927,0.3181031753254866,0.3130305485749289,0.56340594373241,0.444598264831205,0.3287011523964633,0.20345945886005704,0.057004999180600445,0.5424638815144739
0.08012690389840736,0.4096485660861873,0.45299829298235905,0.2771797529437716,0.42547044273023654,0.6017492766283751,0.10009884331368535,0.791529832205002,0.42474875981178345,0.13194095831796637,0.18699396492290923,0.41680519974772223,0.10403288983531456,0.31497364029263325,0.4592552249069988,0.3583039341498098,0.2774296800011502,0.3569212948598693,0.2832978471918785,0.8447664581100688,0.130673533935428,0.5731606373420496,0.3759079059814299,0.5000973995294524,0.1570992079625245,0.4314489542012468,0.4860924420894886,0.6008825453649366,0.37101750518054794,0.5424370648595516,0.7657369528547237,0.33778276725678275,0.38955798847067297,0.2683948713384621,0.054550935354215464,0.6479256314229639
0.18232661718627488,0.6093392962929044,0.07288916726888713,0.07795701310722865,0.5771494757298817,0.25093905441048053,0.15370252295383394,0.362699200422965,0.13789063319104844,0.15085471387058327,0.039294234439249114,0.1607990045114582,0.14214465051594094,0.19837635892166608,0.47067909956524295,0.17090691414251677,0.1613118972805968,0.30250767546948726,0.26591122505009845,0.46352536141960005,0.27626741299518676,0.1399177296560622,0.4781796259614605,0.10436713152673156,0.06232263604349828,0.36741247113849157,0.13260349792922693,0.5283530456995683,0.3262616508210565,0.13315484731718133,0.49485965408179644,0.15082810452050754,0.11656034552192494,0.15021875160932407,0.017443560768776605,0.11816246141570842
0.16377140073087856,0.13904289385135907,0.30647692019915534,0.042289078960485345,0.25296043815299635,0.09966077883595213,0.12822123202989402,0.08613530878475124,0.28084153687202634,0.26199984645540597,0.0377130546286548,0.229759332920738,0.2608133693464881,0.24493152379727343,0.11569122001015004,0.19508243985357598,0.2039539091541297,0.22785065494372736,0.052195010826249257,0.10734359891507085,0.5208506988830565,0.21368838040529567,0.2295901889376234,0.26785723008497747,0.08567636170946291,0.14085098945596763,0.2618132657249965,0.3430123557641877,0.12707454181972813,0.27365014448355635,0.07360203877931908,0.4577509200762901,0.057122022167648605,0.1572853887841453,0.02486546374755604,0.2797358015198473
