previous,sample,freq,rep
0,331657,6,2
0,331857,6,2
0,332057,6,2
0,332257,6,2
0,332457,6,2
0,332657,6,2
0,332857,6,2
0,333057,6,2
0,333257,6,2
0,313457,10,2
0,313657,10,2
0,313857,10,2
0,314057,10,2
0,314257,10,2
0,314457,10,2
0,314657,10,2
0,314857,10,2
0,315057,10,2
0,315257,10,2
0,315457,10,2
0,315657,10,2
0,315857,10,2
0,316057,10,2
0,316257,10,2
0,316457,10,2
0,316657,10,2
0,316857,10,2
0,317057,10,2
0,317257,10,2
0,317457,10,2
0,317657,10,2
0,317857,10,2
0,318057,10,2
0,318257,10,2
0,318457,10,2
0,318657,10,2
0,318857,10,2
0,319057,10,2
0,319257,10,2
0,319457,10,2
0,319657,10,2
0,319857,10,2
0,320057,10,2
0,320257,10,2
0,320457,10,2
0,320657,10,2
0,320857,10,2
0,321057,10,2
0,321257,10,2
0,321457,10,2
0,321657,10,2
0,321857,10,2
0,322057,10,2
0,322257,10,2
0,322457,10,2
0,322657,10,2
0,322857,10,2
0,323057,10,2
0,323257,10,2
0,323457,10,2
0,323657,10,2
0,323857,10,2
0,324057,10,2
0,324257,10,2
0,324457,10,2
0,324657,10,2
0,324857,10,2
0,325057,10,2
0,325257,10,2
0,325457,10,2
0,325657,10,2
0,325857,10,2
0,326057,10,2
0,326257,10,2
0,326457,10,2
0,326657,10,2
0,326857,10,2
0,327057,10,2
0,327257,10,2
0,327457,10,2
0,327657,10,2
0,327857,10,2
0,328057,10,2
0,328257,10,2
0,328457,10,2
0,328657,10,2
0,328857,10,2
0,329057,10,2
0,329257,10,2
0,329457,10,2
0,329657,10,2
0,329857,10,2
0,330057,10,2
0,330257,10,2
0,330457,10,2
0,330657,10,2
0,330857,10,2
0,331057,10,2
0,331257,10,2
0,331457,10,2
0,331657,10,2
0,331857,10,2
0,332057,10,2
0,332257,10,2
0,332457,10,2
0,332657,10,2
0,332857,10,2
0,333057,10,2
0,333257,10,2
0,313457,20,2
0,313657,20,2
0,313857,20,2
0,314057,20,2
0,314257,20,2
0,314457,20,2
0,314657,20,2
0,314857,20,2
0,315057,20,2
0,315257,20,2
0,315457,20,2
0,315657,20,2
0,315857,20,2
0,316057,20,2
0,316257,20,2
0,316457,20,2
0,316657,20,2
0,316857,20,2
0,317057,20,2
0,317257,20,2
0,317457,20,2
0,317657,20,2
0,317857,20,2
0,318057,20,2
0,318257,20,2
0,318457,20,2
0,318657,20,2
0,318857,20,2
0,319057,20,2
0,319257,20,2
0,319457,20,2
0,319657,20,2
0,319857,20,2
0,320057,20,2
0,320257,20,2
0,320457,20,2
0,320657,20,2
0,320857,20,2
0,321057,20,2
0,321257,20,2
0,321457,20,2
0,321657,20,2
0,321857,20,2
0,322057,20,2
0,322257,20,2
0,322457,20,2
0,322657,20,2
0,322857,20,2
0,323057,20,2
0,323257,20,2
0,323457,20,2
0,323657,20,2
0,323857,20,2
0,324057,20,2
0,324257,20,2
0,324457,20,2
0,324657,20,2
0,324857,20,2
0,325057,20,2
0,325257,20,2
0,325457,20,2
0,325657,20,2
0,325857,20,2
0,326057,20,2
0,326257,20,2
0,326457,20,2
0,326657,20,2
0,326857,20,2
0,327057,20,2
0,327257,20,2
0,327457,20,2
0,327657,20,2
0,327857,20,2
0,328057,20,2
0,328257,20,2
0,328457,20,2
0,328657,20,2
0,328857,20,2
0,329057,20,2
0,329257,20,2
0,329457,20,2
0,329657,20,2
0,329857,20,2
0,330057,20,2
0,330257,20,2
0,330457,20,2
0,330657,20,2
0,330857,20,2
0,331057,20,2
0,331257,20,2
0,331457,20,2
0,331657,20,2
0,331857,20,2
0,332057,20,2
0,332257,20,2
0,332457,20,2
0,332657,20,2
0,332857,20,2
0,333057,20,2
0,333257,20,2
0,613426,6,3
0,613626,6,3
0,613826,6,3
0,614026,6,3
0,614226,6,3
0,614426,6,3
0,614626,6,3
0,614826,6,3
0,615026,6,3
0,615226,6,3
0,615426,6,3
0,615626,6,3
0,615826,6,3
0,616026,6,3
0,616226,6,3
0,616426,6,3
0,616626,6,3
0,616826,6,3
0,617026,6,3
0,617226,6,3
0,617426,6,3
0,617626,6,3
0,617826,6,3
0,618026,6,3
0,618226,6,3
0,618426,6,3
0,618626,6,3
0,618826,6,3
0,619026,6,3
0,619226,6,3
0,619426,6,3
0,619626,6,3
0,619826,6,3
0,620026,6,3
0,620226,6,3
0,620426,6,3
0,620626,6,3
0,620826,6,3
0,621026,6,3
0,621226,6,3
0,621426,6,3
0,621626,6,3
0,621826,6,3
0,622026,6,3
0,622226,6,3
0,622426,6,3
0,622626,6,3
0,622826,6,3
0,623026,6,3
0,623226,6,3
0,623426,6,3
0,623626,6,3
0,623826,6,3
0,624026,6,3
0,624226,6,3
0,624426,6,3
0,624626,6,3
0,624826,6,3
0,625026,6,3
0,625226,6,3
0,625426,6,3
0,625626,6,3
0,625826,6,3
0,626026,6,3
0,626226,6,3
0,626426,6,3
0,626626,6,3
0,626826,6,3
0,627026,6,3
0,627226,6,3
0,627426,6,3
0,627626,6,3
0,627826,6,3
0,628026,6,3
0,628226,6,3
0,628426,6,3
0,628626,6,3
0,628826,6,3
0,629026,6,3
0,629226,6,3
0,629426,6,3
0,629626,6,3
0,629826,6,3
0,630026,6,3
0,630226,6,3
0,630426,6,3
0,630626,6,3
0,630826,6,3
0,631026,6,3
0,631226,6,3
0,631426,6,3
0,631626,6,3
0,631826,6,3
0,632026,6,3
0,632226,6,3
0,632426,6,3
0,632626,6,3
0,632826,6,3
0,633026,6,3
0,633226,6,3
0,613426,10,3
0,613626,10,3
0,613826,10,3
0,614026,10,3
0,614226,10,3
0,614426,10,3
0,614626,10,3
0,614826,10,3
0,615026,10,3
0,615226,10,3
0,615426,10,3
0,615626,10,3
0,615826,10,3
0,616026,10,3
0,616226,10,3
0,616426,10,3
0,616626,10,3
0,616826,10,3
0,617026,10,3
0,617226,10,3
0,617426,10,3
0,617626,10,3
0,617826,10,3
0,618026,10,3
0,618226,10,3
0,618426,10,3
0,618626,10,3
0,618826,10,3
0,619026,10,3
0,619226,10,3
0,619426,10,3
0,619626,10,3
0,619826,10,3
0,620026,10,3
0,620226,10,3
0,620426,10,3
0,620626,10,3
0,620826,10,3
0,621026,10,3
0,621226,10,3
0,621426,10,3
0,621626,10,3
0,621826,10,3
0,622026,10,3
0,622226,10,3
0,622426,10,3
0,622626,10,3
0,622826,10,3
0,623026,10,3
0,623226,10,3
0,623426,10,3
0,623626,10,3
0,623826,10,3
0,624026,10,3
0,624226,10,3
0,624426,10,3
0,624626,10,3
0,624826,10,3
0,625026,10,3
0,625226,10,3
0,625426,10,3
0,625626,10,3
0,625826,10,3
0,626026,10,3
0,626226,10,3
0,626426,10,3
0,626626,10,3
0,626826,10,3
0,627026,10,3
0,627226,10,3
0,627426,10,3
0,627626,10,3
0,627826,10,3
0,628026,10,3
0,628226,10,3
0,628426,10,3
0,628626,10,3
0,628826,10,3
0,629026,10,3
0,629226,10,3
0,629426,10,3
0,629626,10,3
0,629826,10,3
0,630026,10,3
0,630226,10,3
0,630426,10,3
0,630626,10,3
0,630826,10,3
0,631026,10,3
0,631226,10,3
0,631426,10,3
0,631626,10,3
0,631826,10,3
0,632026,10,3
0,632226,10,3
0,632426,10,3
0,632626,10,3
0,632826,10,3
0,633026,10,3
0,633226,10,3
0,613426,20,3
0,613626,20,3
0,613826,20,3
0,614026,20,3
0,614226,20,3
0,614426,20,3
0,614626,20,3
0,614826,20,3
0,615026,20,3
0,615226,20,3
0,615426,20,3
0,615626,20,3
0,615826,20,3
0,616026,20,3
0,616226,20,3
0,616426,20,3
0,616626,20,3
0,616826,20,3
0,617026,20,3
0,617226,20,3
0,617426,20,3
0,617626,20,3
0,617826,20,3
0,618026,20,3
0,618226,20,3
0,618426,20,3
0,618626,20,3
0,618826,20,3
0,619026,20,3
0,619226,20,3
0,619426,20,3
0,619626,20,3
0,619826,20,3
0,620026,20,3
0,620226,20,3
0,620426,20,3
0,620626,20,3
0,620826,20,3
0,621026,20,3
0,621226,20,3
0,621426,20,3
0,621626,20,3
0,621826,20,3
0,622026,20,3
0,622226,20,3
0,622426,20,3
0,622626,20,3
0,622826,20,3
0,623026,20,3
0,623226,20,3
0,623426,20,3
0,623626,20,3
0,623826,20,3
0,624026,20,3
0,624226,20,3
0,624426,20,3
0,624626,20,3
0,624826,20,3
0,625026,20,3
0,625226,20,3
0,625426,20,3
0,625626,20,3
0,625826,20,3
0,626026,20,3
0,626226,20,3
0,626426,20,3
0,626626,20,3
0,626826,20,3
0,627026,20,3
0,627226,20,3
0,627426,20,3
0,627626,20,3
0,627826,20,3
0,628026,20,3
0,628226,20,3
0,628426,20,3
0,628626,20,3
0,628826,20,3
0,629026,20,3
0,629226,20,3
0,629426,20,3
0,629626,20,3
0,629826,20,3
0,630026,20,3
0,630226,20,3
0,630426,20,3
0,630626,20,3
0,630826,20,3
0,631026,20,3
0,631226,20,3
0,631426,20,3
0,631626,20,3
0,631826,20,3
0,632026,20,3
0,632226,20,3
0,632426,20,3
0,632626,20,3
0,632826,20,3
0,633026,20,3
0,633226,20,3
